access,family,Baltimore
NC_024012,Geminiviridae,II
NC_024013,Geminiviridae,II
NC_024017,Flaviviridae,IV
NC_024016,Iflaviridae,IV
NC_024031,Caliciviridae,IV
NC_024073,Picornaviridae,IV
NC_017982,Polyomaviridae,I
NC_024074,Peribunyaviridae,V
NC_024075,Peribunyaviridae,V
NC_024076,Peribunyaviridae,V
NC_024078,Caliciviridae,IV
NC_024077,Flaviviridae,IV
NC_019491,Alloherpesviridae,I
NC_019495,Alloherpesviridae,I
NC_019497,Geminiviridae,II
NC_019493,Endornaviridae,IV
NC_019494,Astroviridae,IV
NC_019492,Parvoviridae,II
NC_019531,Paramyxoviridae,V
NC_019569,Geminiviridae,II
NC_019707,Fiersviridae,IV
NC_019712,Caliciviridae,IV
NC_024111,Flaviviridae,IV
NC_024113,Flaviviridae,IV
NC_024114,Flaviviridae,IV
NC_024112,Flaviviridae,IV
NC_034163,Reoviridae,III
NC_034164,Reoviridae,III
NC_034165,Reoviridae,III
NC_034166,Reoviridae,III
NC_034168,Reoviridae,III
NC_034169,Reoviridae,III
NC_034170,Reoviridae,III
NC_034171,Reoviridae,III
NC_034172,Reoviridae,III
NC_034162,Reoviridae,III
NC_034173,Reoviridae,III
NC_024116,Geminiviridae,II
NC_024115,Totiviridae,III
NC_024119,Smacoviridae,II
NC_024118,Polyomaviridae,I
NC_024151,Totiviridae,III
NC_019844,Polyomaviridae,I
NC_019853,Polyomaviridae,I
NC_019854,Polyomaviridae,I
NC_019851,Polyomaviridae,I
NC_019852,Papillomaviridae,I
NC_019922,Fiersviridae,IV
NC_019920,Fiersviridae,IV
NC_019945,Baculoviridae,I
NC_019947,Geminiviridae,II
NC_020067,Polyomaviridae,I
NC_020069,Polyomaviridae,I
NC_020070,Polyomaviridae,I
NC_020065,Polyomaviridae,I
NC_020071,Polyomaviridae,I
NC_020066,Polyomaviridae,I
NC_020068,Polyomaviridae,I
NC_020073 NC_018104,Tombusviridae,IV
NC_020072,Potyviridae,IV
NC_020085,Papillomaviridae,I
NC_020084,Papillomaviridae,I
NC_024305,Geminiviridae,II
NC_024304,Geminiviridae,II
NC_024297,Astroviridae,IV
NC_024301,Caulimoviridae,VII
NC_024296,Bornaviridae,V
NC_024300,Papillomaviridae,I
NC_024303,Herpesviridae,I
NC_024306,Herpesviridae,I
NC_020105,Potyviridae,IV
NC_020099,Circoviridae,II
NC_017843,Circoviridae,II
NC_020106,Polyomaviridae,I
NC_020231,Herpesviridae,I
NC_020235,Partitiviridae,III
NC_020234,Partitiviridae,III
NC_020257,Geminiviridae,II
NC_020253,Geminiviridae,II
NC_020254,Geminiviridae,II
NC_020256,Geminiviridae,II
NC_024377,Flaviviridae,IV
NC_024382,Herpesviridae,I
NC_024376,Nyamiviridae,V
NC_024444,Hepadnaviridae,VII
NC_024445,Hepadnaviridae,VII
NC_024443,Hepadnaviridae,VII
NC_024453,Parvoviridae,II
NC_024454,Parvoviridae,II
NC_024452,Parvoviridae,II
NC_024455,Endornaviridae,IV
NC_020415,Tombusviridae,IV
NC_020439,Reoviridae,III
NC_020440,Reoviridae,III
NC_020441,Reoviridae,III
NC_020446,Reoviridae,III
NC_020447,Reoviridae,III
NC_020448,Reoviridae,III
NC_020442,Reoviridae,III
NC_020443,Reoviridae,III
NC_020445,Reoviridae,III
NC_020444,Reoviridae,III
NC_020473,Geminiviridae,II
NC_020474,Herpesviridae,I
NC_020470,Tymoviridae,IV
NC_024458,Alphaflexiviridae,IV
NC_024471,Potyviridae,IV
NC_024472,Astroviridae,IV
NC_024473,Rhabdoviridae,V
NC_024476,Aspiviridae,V
NC_036634,Aspiviridae,V
NC_036635,Aspiviridae,V
NC_024489,Marnaviridae,IV
NC_024491,Geminiviridae,II
NC_024492,Nodaviridae,IV
NC_024493,Nodaviridae,IV
NC_024494,Phenuiviridae,V
NC_024495,Phenuiviridae,V
NC_024496,Phenuiviridae,V
NC_024499,Reoviridae,III
NC_024500,Reoviridae,III
NC_024503,Reoviridae,III
NC_024508,Reoviridae,III
NC_024509,Reoviridae,III
NC_024510,Reoviridae,III
NC_024506,Reoviridae,III
NC_024505,Reoviridae,III
NC_024504,Reoviridae,III
NC_024507,Reoviridae,III
NC_024501,Virgaviridae,IV
NC_024502,Virgaviridae,IV
NC_024498,Astroviridae,IV
NC_020499,Parvoviridae,II
NC_020500,Papillomaviridae,I
NC_020501,Papillomaviridae,I
NC_020805,Rhabdoviridae,V
NC_020808,Rhabdoviridae,V
NC_020809,Rhabdoviridae,V
NC_020806,Rhabdoviridae,V
NC_020804,Rhabdoviridae,V
NC_020807,Rhabdoviridae,V
NC_024687,Geminiviridae,II
NC_024685,Hypoviridae,IV
NC_024691,Genomoviridae,II
NC_024690,Genomoviridae,II
NC_024689,Genomoviridae,II
NC_024686,Betaflexiviridae,IV
NC_024694,Circoviridae,II
NC_024693,Geminiviridae,II
NC_024700,Circoviridae,II
NC_024701,Astroviridae,IV
NC_024696,Herpesviridae,I
NC_024702,Nyamiviridae,V
NC_020881,Hepadnaviridae,VII
NC_020890,Polyomaviridae,I
NC_020896,Potyviridae,IV
NC_020897,Secoviridae,IV
NC_020898,Secoviridae,IV
NC_020903,Totiviridae,III
NC_020899,Mesoniviridae,IV
NC_020900,Mesoniviridae,IV
NC_020901,Mesoniviridae,IV
NC_020904,Circoviridae,II
NC_020927,Bidnaviridae,II
NC_020928,Bidnaviridae,II
NC_020996,Betaflexiviridae,IV
NC_020997,Totiviridae,III
NC_020999,Caulimoviridae,VII
NC_021065,Potyviridae,IV
NC_024692,Nudiviridae,I
NC_024709,Tobaniviridae,IV
NC_024765,Picornaviridae,IV
NC_024768,Picornaviridae,IV
NC_024767,Picornaviridae,IV
NC_024766,Picornaviridae,IV
NC_024771,Herpesviridae,I
NC_024774,Smacoviridae,II
NC_024775,Smacoviridae,II
NC_024773,Smacoviridae,II
NC_024776,Smacoviridae,II
NC_024772,Smacoviridae,II
NC_024778,Bornaviridae,V
NC_021094,Partitiviridae,III
NC_021095,Partitiviridae,III
NC_021096,Partitiviridae,III
NC_021098,Partitiviridae,III
NC_021099,Partitiviridae,III
NC_021147,Partitiviridae,III
NC_021154,Flaviviridae,IV
NC_021197,Potyviridae,IV
NC_021201,Picornaviridae,IV
NC_021206,Circoviridae,II
NC_021205,Geminiviridae,II
NC_021202,Geminiviridae,II
NC_021204,Smacoviridae,II
NC_021203,Smacoviridae,II
NC_021220,Picornaviridae,IV
NC_021242,Phenuiviridae,V
NC_021243,Phenuiviridae,V
NC_021244,Phenuiviridae,V
NC_021245,Geminiviridae,II
NC_024805,Flaviviridae,IV
NC_024809,Geminiviridae,II
NC_024888,Parvoviridae,II
NC_024887,Togaviridae,IV
NC_024894,Geminiviridae,II
NC_024895,Geminiviridae,II
NC_024893,Papillomaviridae,I
NC_024906,Closteroviridae,IV
NC_021341,Geminiviridae,II
NC_021484,Solemoviridae,IV
NC_021483,Papillomaviridae,I
NC_021481,Tombusviridae,IV
NC_021482,Picornaviridae,IV
NC_021567,Iflaviridae,IV
NC_021562,Inoviridae,II
NC_021569,Inoviridae,II
NC_021565,Totiviridae,III
NC_021568,Circoviridae,II
NC_021564,Solemoviridae,IV
NC_021541,Reoviridae,III
NC_021542,Reoviridae,III
NC_021543,Reoviridae,III
NC_021544,Reoviridae,III
NC_021545,Reoviridae,III
NC_021546,Reoviridae,III
NC_021547,Reoviridae,III
NC_021549,Reoviridae,III
NC_021550,Reoviridae,III
NC_021551,Reoviridae,III
NC_021548,Reoviridae,III
NC_021579,Geminiviridae,II
NC_021583,Reoviridae,III
NC_021584,Reoviridae,III
NC_021585,Reoviridae,III
NC_021586,Reoviridae,III
NC_021588,Reoviridae,III
NC_021589,Reoviridae,III
NC_021580,Reoviridae,III
NC_021581,Reoviridae,III
NC_021587,Reoviridae,III
NC_021590,Reoviridae,III
NC_021582,Reoviridae,III
NC_021626,Reoviridae,III
NC_021627,Reoviridae,III
NC_021628,Reoviridae,III
NC_021635,Reoviridae,III
NC_021629,Reoviridae,III
NC_021631,Reoviridae,III
NC_021632,Reoviridae,III
NC_021633,Reoviridae,III
NC_021634,Reoviridae,III
NC_021625,Reoviridae,III
NC_021630,Reoviridae,III
NC_021705,Tombusviridae,IV
NC_025112,Arteriviridae,IV
NC_025114,Picornaviridae,IV
NC_025113,Arteriviridae,IV
NC_021719,Geminiviridae,II
NC_021735,Benyviridae,IV
NC_021736,Benyviridae,IV
NC_021797,Microviridae,II
NC_021786,Potyviridae,IV
NC_021805,Microviridae,II
NC_021851,Tymoviridae,IV
NC_021862,Inoviridae,II
NC_021873,Partitiviridae,III
NC_025346,Astroviridae,IV
NC_025355,Paramyxoviridae,V
NC_025380,Polyomaviridae,I
NC_025370,Polyomaviridae,I
NC_025368,Polyomaviridae,I
NC_025364,Rhabdoviridae,V
NC_025350,Paramyxoviridae,V
NC_025365,Rhabdoviridae,V
NC_025361,Paramyxoviridae,V
NC_025347,Paramyxoviridae,V
NC_021924,Baculoviridae,I
NC_021926,Tombusviridae,IV
NC_021923,Baculoviridae,I
NC_021930,Papillomaviridae,I
NC_021928,Paramyxoviridae,V
NC_022002,Geminiviridae,II
NC_022007,Geminiviridae,II
NC_022008,Geminiviridae,II
NC_022003,Geminiviridae,II
NC_022005,Geminiviridae,II
NC_022006,Secoviridae,IV
NC_022004,Secoviridae,IV
NC_022037,Peribunyaviridae,V
NC_022039,Peribunyaviridae,V
NC_022073,Geminiviridae,II
NC_022072,Closteroviridae,IV
NC_022089,Parvoviridae,II
NC_025218,Totiviridae,III
NC_025216,Circoviridae,II
NC_025219,Dicistroviridae,IV
NC_025214,Totiviridae,III
NC_025247,Circoviridae,II
NC_025246,Circoviridae,II
NC_025250,Potyviridae,IV
NC_025251,Rhabdoviridae,V
NC_025255,Rhabdoviridae,V
NC_025253,Rhabdoviridae,V
NC_025252,Alphaflexiviridae,IV
NC_025254,Potyviridae,IV
NC_025256,Paramyxoviridae,V
NC_025257,Baculoviridae,I
NC_025259,Polyomaviridae,I
NC_025266,Geminiviridae,II
NC_025340,Rhabdoviridae,V
NC_025343,Paramyxoviridae,V
NC_025342,Rhabdoviridae,V
NC_025341,Rhabdoviridae,V
NC_025353,Rhabdoviridae,V
NC_025360,Paramyxoviridae,V
NC_025358,Rhabdoviridae,V
NC_025377,Rhabdoviridae,V
NC_025381,Virgaviridae,IV
NC_025356,Rhabdoviridae,V
NC_025367,Totiviridae,III
NC_025363,Paramyxoviridae,V
NC_025376,Rhabdoviridae,V
NC_025362,Rhabdoviridae,V
NC_025351,Paramyxoviridae,V
NC_025378,Rhabdoviridae,V
NC_022095,Papillomaviridae,I
NC_022103,Coronaviridae,IV
NC_022104,Parvoviridae,II
NC_022131,Geminiviridae,II
NC_025359,Rhabdoviridae,V
NC_025352,Paramyxoviridae,V
NC_025382,Rhabdoviridae,V
NC_025384,Rhabdoviridae,V
NC_025385,Rhabdoviridae,V
NC_025391,Rhabdoviridae,V
NC_025402,Paramyxoviridae,V
NC_025405,Rhabdoviridae,V
NC_025404,Paramyxoviridae,V
NC_025403,Paramyxoviridae,V
